"Density(kg/m3)","Temperature(K)"
322,647.096
322,647.096
322,647.096
354.4883738,647.0213808
362.8561985,646.9467616
368.6530281,646.8721424
373.3019336,646.7975232
377.2811234,646.722904
380.8138298,646.6482848
384.0233508,646.5736656
386.9852574,646.4990464
389.7492899,646.4244272
392.3499474,646.349808
394.8121529,646.2751888
397.1545214,646.2005696
399.391358,646.1259504
401.5339361,646.0513312
403.591345,645.976712
405.5710688,645.9020928
407.4793892,645.8274736
409.3216726,645.7528544
411.1025758,645.6782352
412.8261973,645.603616
414.4961877,645.5289968
416.1158325,645.4543776
417.6881142,645.3797584
419.2157592,645.3051392
420.7012748,645.23052
422.1469774,645.1559008
423.5550148,645.0812816
424.9273846,645.0066624
426.2659492,644.9320432
427.572448,644.857424
428.8485084,644.7828048
430.0956546,644.7081856
431.3153157,644.6335664
432.5088329,644.5589472
433.6774659,644.484328
434.8223985,644.4097088
435.9447442,644.3350896
437.0455505,644.2604704
438.1258037,644.1858512
439.1864332,644.111232
440.2283144,644.0366128
441.2522734,643.9619936
442.2590892,643.8873744
443.2494973,643.8127552
444.2241924,643.738136
445.1838307,643.6635168
446.129033,643.5888976
447.0603861,643.5142784
447.9784456,643.4396592
448.8837375,643.36504
449.77676,643.2904208
450.6579855,643.2158016
451.5278618,643.1411824
452.3868137,643.0665632
453.2352445,642.991944
454.0735373,642.9173248
454.9020559,642.8427056
455.7211461,642.7680864
456.5311368,642.6934672
457.3323408,642.618848
458.1250559,642.5442288
458.9095657,642.4696096
459.6861402,642.3949904
460.4550367,642.3203712
461.2165005,642.245752
464.9201529,641.872656
468.4689041,641.49956
471.8831475,641.126464
475.1792484,640.753368
478.3704292,640.380272
481.4674414,640.007176
484.4790823,639.63408
487.4125985,639.260984
490.2740029,638.887888
493.0683269,638.514792
495.7998206,638.141696
498.4721132,637.7686
501.0883409,637.395504
503.6512483,637.022408
506.1632693,636.649312
508.6265904,636.276216
511.0432002,635.90312
513.4149283,635.530024
515.743475,635.156928
518.0304338,634.783832
520.2773087,634.410736
522.4855277,634.03764
524.656452,633.664544
526.7913838,633.291448
528.8915716,632.918352
530.9582142,632.545256
532.9924642,632.17216
534.9954303,631.799064
536.9681789,631.425968
538.9117364,631.052872
540.8270901,630.679776
542.7151893,630.30668
544.576947,629.933584
546.4132407,629.560488
548.2249131,629.187392
550.0127739,628.814296
551.7776003,628.4412
553.5201381,628.068104
555.2411032,627.695008
556.9411819,627.321912
558.6210327,626.948816
560.2812868,626.57572
561.9225495,626.202624
563.5454009,625.829528
565.1503972,625.456432
566.7380713,625.083336
568.3089343,624.71024
569.8634759,624.337144
571.4021656,623.964048
572.9254535,623.590952
574.433771,623.217856
575.927532,622.84476
577.4071333,622.471664
578.8729557,622.098568
580.3253643,621.725472
581.7647095,621.352376
583.1913279,620.97928
584.6055424,620.606184
586.007663,620.233088
587.3979878,619.859992
588.7768029,619.486896
590.1443836,619.1138
591.5009942,618.740704
592.8468893,618.367608
594.1823134,617.994512
595.5075023,617.621416
596.8226825,617.24832
598.1280724,616.875224
599.4238823,616.502128
600.7103151,616.129032
601.987566,615.755936
603.2558235,615.38284
604.5152696,615.009744
605.7660796,614.636648
607.008423,614.263552
608.2424634,613.890456
609.4683591,613.51736
610.6862627,613.144264
611.8963222,612.771168
613.0986805,612.398072
614.2934759,612.024976
615.4808425,611.65188
616.66091,611.278784
617.833804,610.905688
618.9996465,610.532592
620.1585555,610.159496
621.3106456,609.7864
622.4560282,609.413304
623.594811,609.040208
624.7270989,608.667112
625.8529938,608.294016
626.9725947,607.92092
628.0859977,607.547824
629.1932965,607.174728
630.294582,606.801632
631.3899429,606.428536
632.4794655,606.05544
633.5632337,605.682344
634.6413294,605.309248
635.7138324,604.936152
636.7808205,604.563056
637.8423694,604.18996
638.8985532,603.816864
639.9494441,603.443768
640.9951125,603.070672
642.0356273,602.697576
643.0710556,602.32448
644.1014631,601.951384
645.1269139,601.578288
646.1474709,601.205192
647.1631953,600.832096
648.1741472,600.459
649.1803851,600.085904
650.1819666,599.712808
651.1789478,599.339712
652.1713839,598.966616
653.1593286,598.59352
654.1428348,598.220424
655.1219541,597.847328
656.0967374,597.474232
657.0672342,597.101136
658.0334932,596.72804
658.9955622,596.354944
659.9534881,595.981848
660.9073168,595.608752
661.8570933,595.235656
662.8028619,594.86256
663.7446659,594.489464
664.6825482,594.116368
665.6165503,593.743272
666.5467135,593.370176
667.4730781,592.99708
668.3956838,592.623984
669.3145694,592.250888
670.2297733,591.877792
671.1413331,591.504696
672.0492857,591.1316
672.9536674,590.758504
673.854514,590.385408
674.7518607,590.012312
675.6457419,589.639216
676.5361917,589.26612
677.4232434,588.893024
678.3069299,588.519928
679.1872837,588.146832
680.0643364,587.773736
680.9381196,587.40064
681.8086638,587.027544
682.6759997,586.654448
683.5401569,586.281352
684.4011649,585.908256
685.2590528,585.53516
686.1138489,585.162064
686.9655815,584.788968
687.8142781,584.415872
688.659966,584.042776
689.5026721,583.66968
690.3424227,583.296584
691.1792441,582.923488
692.0131617,582.550392
692.844201,582.177296
693.6723869,581.8042
694.4977439,581.431104
695.3202963,581.058008
696.140068,580.684912
696.9570825,580.311816
697.7713629,579.93872
698.5829323,579.565624
699.3918131,579.192528
700.1980276,578.819432
701.0015977,578.446336
701.8025452,578.07324
702.6008913,577.700144
703.396657,577.327048
704.1898633,576.953952
704.9805305,576.580856
705.7686789,576.20776
706.5543284,575.834664
707.3374988,575.461568
708.1182093,575.088472
708.8964793,574.715376
709.6723276,574.34228
710.4457728,573.969184
711.2168335,573.596088
711.9855277,573.222992
712.7518735,572.849896
713.5158886,572.4768
714.2775905,572.103704
715.0369963,571.730608
715.7941233,571.357512
716.5489883,570.984416
717.3016078,570.61132
718.0519983,570.238224
718.800176,569.865128
719.546157,569.492032
720.289957,569.118936
721.0315917,568.74584
721.7710766,568.372744
722.5084268,567.999648
723.2436574,567.626552
723.9767833,567.253456
724.7078193,566.88036
725.4367798,566.507264
726.1636792,566.134168
726.8885316,565.761072
727.6113511,565.387976
728.3321516,565.01488
729.0509467,564.641784
729.7677499,564.268688
730.4825746,563.895592
731.1954341,563.522496
731.9063413,563.1494
732.6153093,562.776304
733.3223507,562.403208
734.0274781,562.030112
734.7307041,561.657016
735.4320409,561.28392
736.1315009,560.910824
736.8290959,560.537728
737.5248379,560.164632
738.2187388,559.791536
738.9108102,559.41844
739.6010635,559.045344
740.2895102,558.672248
740.9761616,558.299152
741.6610288,557.926056
742.3441228,557.55296
743.0254545,557.179864
743.7050348,556.806768
744.3828743,556.433672
745.0589835,556.060576
745.733373,555.68748
746.4060529,555.314384
747.0770336,554.941288
747.7463251,554.568192
748.4139376,554.195096
749.0798807,553.822
749.7441644,553.448904
750.4067984,553.075808
751.0677922,552.702712
751.7271554,552.329616
752.3848972,551.95652
753.0410271,551.583424
753.6955542,551.210328
754.3484877,550.837232
754.9998365,550.464136
755.6496095,550.09104
756.2978156,549.717944
756.9444636,549.344848
757.5895621,548.971752
758.2331196,548.598656
758.8751446,548.22556
759.5156456,547.852464
760.1546308,547.479368
760.7921085,547.106272
761.4280868,546.733176
762.0625739,546.36008
762.6955775,545.986984
763.3271058,545.613888
763.9571665,545.240792
764.5857674,544.867696
765.2129162,544.4946
765.8386205,544.121504
766.4628877,543.748408
767.0857254,543.375312
767.707141,543.002216
768.3271418,542.62912
768.945735,542.256024
769.5629278,541.882928
770.1787274,541.509832
770.7931408,541.136736
771.4061749,540.76364
772.0178367,540.390544
772.628133,540.017448
773.2370707,539.644352
773.8446564,539.271256
774.4508969,538.89816
775.0557986,538.525064
775.6593682,538.151968
776.2616121,537.778872
776.8625368,537.405776
777.4621486,537.03268
778.0604539,536.659584
778.6574588,536.286488
779.2531696,535.913392
779.8475924,535.540296
780.4407333,535.1672
781.0325983,534.794104
781.6231935,534.421008
782.2125246,534.047912
782.8005976,533.674816
783.3874183,533.30172
783.9729924,532.928624
784.5573258,532.555528
785.1404239,532.182432
785.7222926,531.809336
786.3029372,531.43624
786.8823634,531.063144
787.4605766,530.690048
788.0375823,530.316952
788.6133857,529.943856
789.1879923,529.57076
789.7614073,529.197664
790.3336359,528.824568
790.9046835,528.451472
791.474555,528.078376
792.0432556,527.70528
792.6107904,527.332184
793.1771643,526.959088
793.7423825,526.585992
794.3064497,526.212896
794.869371,525.8398
795.4311511,525.466704
795.9917948,525.093608
796.551307,524.720512
797.1096924,524.347416
797.6669556,523.97432
798.2231014,523.601224
798.7781343,523.228128
799.3320589,522.855032
799.8848798,522.481936
800.4366014,522.10884
800.9872283,521.735744
801.5367648,521.362648
802.0852154,520.989552
802.6325844,520.616456
803.1788762,520.24336
803.724095,519.870264
804.268245,519.497168
804.8113306,519.124072
805.3533559,518.750976
805.894325,518.37788
806.4342421,518.004784
806.9731113,517.631688
807.5109365,517.258592
808.0477219,516.885496
808.5834714,516.5124
809.1181891,516.139304
809.6518787,515.766208
810.1845442,515.393112
810.7161895,515.020016
811.2468185,514.64692
811.7764348,514.273824
812.3050424,513.900728
812.8326449,513.527632
813.359246,513.154536
813.8848496,512.78144
814.4094591,512.408344
814.9330783,512.035248
815.4557107,511.662152
815.9773599,511.289056
816.4980296,510.91596
817.0177231,510.542864
817.536444,510.169768
818.0541958,509.796672
818.5709818,509.423576
819.0868056,509.05048
819.6016705,508.677384
820.1155799,508.304288
820.628537,507.931192
821.1405453,507.558096
821.651608,507.185
822.1617284,506.811904
822.6709096,506.438808
823.179155,506.065712
823.6864677,505.692616
824.1928508,505.31952
824.6983076,504.946424
825.202841,504.573328
825.7064543,504.200232
826.2091505,503.827136
826.7109327,503.45404
827.2118038,503.080944
827.7117668,502.707848
828.2108248,502.334752
828.7089808,501.961656
829.2062375,501.58856
829.702598,501.215464
830.1980652,500.842368
830.6926418,500.469272
831.1863309,500.096176
831.6791351,499.72308
832.1710574,499.349984
832.6621004,498.976888
833.1522669,498.603792
833.6415598,498.230696
834.1299817,497.8576
834.6175353,497.484504
835.1042234,497.111408
835.5900485,496.738312
836.0750134,496.365216
836.5591205,495.99212
837.0423727,495.619024
837.5247724,495.245928
838.0063222,494.872832
838.4870247,494.499736
838.9668824,494.12664
839.4458978,493.753544
839.9240733,493.380448
840.4014116,493.007352
840.877915,492.634256
841.353586,492.26116
841.8284269,491.888064
842.3024403,491.514968
842.7756284,491.141872
843.2479937,490.768776
843.7195386,490.39568
844.1902652,490.022584
844.660176,489.649488
845.1292733,489.276392
845.5975593,488.903296
846.0650363,488.5302
846.5317066,488.157104
846.9975723,487.784008
847.4626358,487.410912
847.9268992,487.037816
848.3903646,486.66472
848.8530344,486.291624
849.3149105,485.918528
849.7759952,485.545432
850.2362906,485.172336
850.6957987,484.79924
851.1545217,484.426144
851.6124616,484.053048
852.0696206,483.679952
852.5260006,483.306856
852.9816036,482.93376
853.4364318,482.560664
853.890487,482.187568
854.3437713,481.814472
854.7962867,481.441376
855.248035,481.06828
855.6990183,480.695184
856.1492384,480.322088
856.5986973,479.948992
857.0473969,479.575896
857.4953391,479.2028
857.9425256,478.829704
858.3889585,478.456608
858.8346394,478.083512
859.2795703,477.710416
859.723753,477.33732
860.1671892,476.964224
860.6098808,476.591128
861.0518295,476.218032
861.4930371,475.844936
861.9335054,475.47184
862.373236,475.098744
862.8122306,474.725648
863.2504911,474.352552
863.6880191,473.979456
864.1248162,473.60636
864.5608842,473.233264
864.9962246,472.860168
865.4308392,472.487072
865.8647296,472.113976
866.2978973,471.74088
866.7303441,471.367784
867.1620714,470.994688
867.5930809,470.621592
868.0233741,470.248496
868.4529527,469.8754
868.881818,469.502304
869.3099718,469.129208
869.7374154,468.756112
870.1641504,468.383016
870.5901783,468.00992
871.0155006,467.636824
871.4401187,467.263728
871.8640342,466.890632
872.2872484,466.517536
872.7097628,466.14444
873.1315788,465.771344
873.5526979,465.398248
873.9731215,465.025152
874.3928508,464.652056
874.8118874,464.27896
875.2302326,463.905864
875.6478877,463.532768
876.0648542,463.159672
876.4811332,462.786576
876.8967262,462.41348
877.3116345,462.040384
877.7258594,461.667288
878.1394021,461.294192
878.552264,460.921096
878.9644463,460.548
879.3759503,460.174904
879.7867772,459.801808
880.1969283,459.428712
880.6064048,459.055616
881.0152079,458.68252
881.4233389,458.309424
881.8307989,457.936328
882.237589,457.563232
882.6437106,457.190136
883.0491647,456.81704
883.4539525,456.443944
883.8580752,456.070848
884.2615339,455.697752
884.6643297,455.324656
885.0664637,454.95156
885.467937,454.578464
885.8687508,454.205368
886.2689061,453.832272
886.668404,453.459176
887.0672455,453.08608
887.4654318,452.712984
887.8629638,452.339888
888.2598426,451.966792
888.6560693,451.593696
889.0516447,451.2206
889.4465701,450.847504
889.8408462,450.474408
890.2344742,450.101312
890.627455,449.728216
891.0197896,449.35512
891.4114788,448.982024
891.8025238,448.608928
892.1929254,448.235832
892.5826846,447.862736
892.9718022,447.48964
893.3602792,447.116544
893.7481166,446.743448
894.135315,446.370352
894.5218756,445.997256
894.9077991,445.62416
895.2930864,445.251064
895.6777384,444.877968
896.0617558,444.504872
896.4451397,444.131776
896.8278907,443.75868
897.2100096,443.385584
897.5914974,443.012488
897.9723549,442.639392
898.3525827,442.266296
898.7321817,441.8932
899.1111526,441.520104
899.4894963,441.147008
899.8672134,440.773912
900.2443048,440.400816
900.6207712,440.02772
900.9966132,439.654624
901.3718317,439.281528
901.7464273,438.908432
902.1204008,438.535336
902.4937527,438.16224
902.8664839,437.789144
903.238595,437.416048
903.6100867,437.042952
903.9809596,436.669856
904.3512143,436.29676
904.7208516,435.923664
905.0898721,435.550568
905.4582763,435.177472
905.8260649,434.804376
906.1932385,434.43128
906.5597977,434.058184
906.9257431,433.685088
907.2910753,433.311992
907.6557949,432.938896
908.0199023,432.5658
908.3833983,432.192704
908.7462833,431.819608
909.1085578,431.446512
909.4702224,431.073416
909.8312777,430.70032
910.1917241,430.327224
910.5515621,429.954128
910.9107923,429.581032
911.2694151,429.207936
911.627431,428.83484
911.9848405,428.461744
912.341644,428.088648
912.6978421,427.715552
913.0534351,427.342456
913.4084235,426.96936
913.7628077,426.596264
914.1165882,426.223168
914.4697653,425.850072
914.8223395,425.476976
915.1743112,425.10388
915.5256807,424.730784
915.8764485,424.357688
916.2266148,423.984592
916.5761802,423.611496
916.9251448,423.2384
917.2735092,422.865304
917.6212736,422.492208
917.9684383,422.119112
918.3150037,421.746016
918.6609701,421.37292
919.0063378,420.999824
919.351107,420.626728
919.6952782,420.253632
920.0388515,419.880536
920.3818273,419.50744
920.7242058,419.134344
921.0659873,418.761248
921.4071719,418.388152
921.7477601,418.015056
922.0877519,417.64196
922.4271476,417.268864
922.7659475,416.895768
923.1041516,416.522672
923.4417604,416.149576
923.7787738,415.77648
924.1151922,415.403384
924.4510157,415.030288
924.7862444,414.657192
925.1208785,414.284096
925.4549182,413.911
925.7883636,413.537904
926.1212148,413.164808
926.453472,412.791712
926.7851353,412.418616
927.1162048,412.04552
927.4466806,411.672424
927.7765627,411.299328
928.1058513,410.926232
928.4345465,410.553136
928.7626482,410.18004
929.0901567,409.806944
929.4170718,409.433848
929.7433937,409.060752
930.0691225,408.687656
930.394258,408.31456
930.7188004,407.941464
931.0427496,407.568368
931.3661056,407.195272
931.6888685,406.822176
932.0110383,406.44908
932.3326148,406.075984
932.6535981,405.702888
932.9739881,405.329792
933.2937848,404.956696
933.6129881,404.5836
933.9315979,404.210504
934.2496142,403.837408
934.5670369,403.464312
934.8838659,403.091216
935.2001011,402.71812
935.5157424,402.345024
935.8307896,401.971928
936.1452427,401.598832
936.4591014,401.225736
936.7723657,400.85264
937.0850354,400.479544
937.3971104,400.106448
937.7085904,399.733352
938.0194753,399.360256
938.3297649,398.98716
938.639459,398.614064
938.9485574,398.240968
939.2570599,397.867872
939.5649662,397.494776
939.8722762,397.12168
940.1789896,396.748584
940.4851061,396.375488
940.7906254,396.002392
941.0955474,395.629296
941.3998717,395.2562
941.703598,394.883104
942.0067261,394.510008
942.3092556,394.136912
942.6111863,393.763816
942.9125178,393.39072
943.2132497,393.017624
943.5133818,392.644528
943.8129137,392.271432
944.111845,391.898336
944.4101753,391.52524
944.7079043,391.152144
945.0050316,390.779048
945.3015568,390.405952
945.5974795,390.032856
945.8927993,389.65976
946.1875157,389.286664
946.4816283,388.913568
946.7751367,388.540472
947.0680404,388.167376
947.360339,387.79428
947.6520319,387.421184
947.9431187,387.048088
948.233599,386.674992
948.5234721,386.301896
948.8127376,385.9288
949.101395,385.555704
949.3894437,385.182608
949.6768832,384.809512
949.9637129,384.436416
950.2499323,384.06332
950.5355409,383.690224
950.8205379,383.317128
951.1049229,382.944032
951.3886952,382.570936
951.6718542,382.19784
951.9543993,381.824744
952.2363298,381.451648
952.5176452,381.078552
952.7983447,380.705456
953.0784277,380.33236
953.3578936,379.959264
953.6367415,379.586168
953.914971,379.213072
954.1925811,378.839976
954.4695712,378.46688
954.7459406,378.093784
955.0216886,377.720688
955.2968143,377.347592
955.5713171,376.974496
955.8451961,376.6014
956.1184505,376.228304
956.3910797,375.855208
956.6630827,375.482112
956.9344587,375.109016
957.205207,374.73592
957.4753266,374.362824
957.7448168,373.989728
958.0136766,373.616632
958.2819052,373.243536
958.5495016,372.87044
958.8164651,372.497344
959.0827946,372.124248
959.3484893,371.751152
959.6135483,371.378056
959.8779704,371.00496
960.1417549,370.631864
960.4049008,370.258768
960.667407,369.885672
960.9292725,369.512576
961.1904964,369.13948
961.4510776,368.766384
961.7110151,368.393288
961.9703079,368.020192
962.2289548,367.647096
962.4869549,367.274
962.7443069,366.900904
963.0010099,366.527808
963.2570627,366.154712
963.5124641,365.781616
963.7672132,365.40852
964.0213085,365.035424
964.2747492,364.662328
964.5275338,364.289232
964.7796613,363.916136
965.0311305,363.54304
965.28194,363.169944
965.5320888,362.796848
965.7815754,362.423752
966.0303987,362.050656
966.2785574,361.67756
966.5260502,361.304464
966.7728758,360.931368
967.0190329,360.558272
967.26452,360.185176
967.5093359,359.81208
967.7534792,359.438984
967.9969486,359.065888
968.2397425,358.692792
968.4818596,358.319696
968.7232985,357.9466
968.9640578,357.573504
969.2041359,357.200408
969.4435313,356.827312
969.6822427,356.454216
969.9202684,356.08112
970.157607,355.708024
970.3942568,355.334928
970.6302165,354.961832
970.8654843,354.588736
971.1000586,354.21564
971.3339379,353.842544
971.5671206,353.469448
971.7996049,353.096352
972.0313893,352.723256
972.2624719,352.35016
972.4928513,351.977064
972.7225255,351.603968
972.9514929,351.230872
973.1797518,350.857776
973.4073003,350.48468
973.6341366,350.111584
973.8602591,349.738488
974.0856657,349.365392
974.3103547,348.992296
974.5343242,348.6192
974.7575722,348.246104
974.980097,347.873008
975.2018966,347.499912
975.4229689,347.126816
975.6433121,346.75372
975.8629242,346.380624
976.0818031,346.007528
976.2999468,345.634432
976.5173532,345.261336
976.7340204,344.88824
976.9499461,344.515144
977.1651282,344.142048
977.3795646,343.768952
977.5932532,343.395856
977.8061917,343.02276
978.018378,342.649664
978.2298098,342.276568
978.4404848,341.903472
978.6504008,341.530376
978.8595554,341.15728
979.0679463,340.784184
979.2755712,340.411088
979.4824277,340.037992
979.6885134,339.664896
979.8938258,339.2918
980.0983624,338.918704
980.3021209,338.545608
980.5050987,338.172512
980.7072932,337.799416
980.9087019,337.42632
981.1093222,337.053224
981.3091515,336.680128
981.5081871,336.307032
981.7064264,335.933936
981.9038666,335.56084
982.1005051,335.187744
982.296339,334.814648
982.4913655,334.441552
982.6855819,334.068456
982.8789853,333.69536
983.0715728,333.322264
983.2633415,332.949168
983.4542884,332.576072
983.6444106,332.202976
983.833705,331.82988
984.0221687,331.456784
984.2097985,331.083688
984.3965913,330.710592
984.582544,330.337496
984.7676534,329.9644
984.9519163,329.591304
985.1353295,329.218208
985.3178896,328.845112
985.4995933,328.472016
985.6804373,328.09892
985.8604182,327.725824
986.0395325,327.352728
986.2177768,326.979632
986.3951476,326.606536
986.5716413,326.23344
986.7472543,325.860344
986.9219831,325.487248
987.0958238,325.114152
987.2687729,324.741056
987.4408265,324.36796
987.6119809,323.994864
987.7822322,323.621768
987.9515766,323.248672
988.12001,322.875576
988.2875286,322.50248
988.4541283,322.129384
988.6198051,321.756288
988.7845548,321.383192
988.9483732,321.010096
989.1112562,320.637
989.2731995,320.263904
989.4341988,319.890808
989.5942497,319.517712
989.7533479,319.144616
989.9114888,318.77152
990.0686679,318.398424
990.2248806,318.025328
990.3801224,317.652232
990.5343886,317.279136
990.6876744,316.90604
990.8399749,316.532944
990.9912855,316.159848
991.1416011,315.786752
991.2909167,315.413656
991.4392274,315.04056
991.5865281,314.667464
991.7328135,314.294368
991.8780784,313.921272
992.0223177,313.548176
992.1655258,313.17508
992.3076975,312.801984
992.4488271,312.428888
992.5889092,312.055792
992.727938,311.682696
992.865908,311.3096
993.0028133,310.936504
993.1386481,310.563408
993.2734065,310.190312
993.4070823,309.817216
993.5396697,309.44412
993.6711624,309.071024
993.8015541,308.697928
993.9308386,308.324832
994.0590095,307.951736
994.1860601,307.57864
994.3119841,307.205544
994.4367747,306.832448
994.5604251,306.459352
994.6829285,306.086256
994.804278,305.71316
994.9244665,305.340064
995.0434869,304.966968
995.161332,304.593872
995.2779945,304.220776
995.3934668,303.84768
995.5077415,303.474584
995.6208109,303.101488
995.7326674,302.728392
995.8433029,302.355296
995.9527097,301.9822
996.0608794,301.609104
996.1678041,301.236008
996.2734753,300.862912
996.3778847,300.489816
996.4810236,300.11672
996.5828833,299.743624
996.6834552,299.370528
996.7827301,298.997432
996.8806991,298.624336
996.9773528,298.25124
997.0726821,297.878144
997.1666773,297.505048
997.2593288,297.131952
997.3506268,296.758856
997.4405615,296.38576
997.5291227,296.012664
997.6163001,295.639568
997.7020834,295.266472
997.786462,294.893376
997.8694251,294.52028
997.9509618,294.147184
998.0310612,293.774088
998.1097117,293.400992
998.1869022,293.027896
998.2626208,292.6548
998.3368559,292.281704
998.4095953,291.908608
998.4808269,291.535512
998.5505383,291.162416
998.6187168,290.78932
998.6853495,290.416224
998.7504235,290.043128
998.8139254,289.670032
998.8758418,289.296936
998.9361589,288.92384
998.9948627,288.550744
999.051939,288.177648
999.1073733,287.804552
999.1611509,287.431456
999.2132567,287.05836
999.2636756,286.685264
999.312392,286.312168
999.35939,285.939072
999.4046536,285.565976
999.4481662,285.19288
999.4899113,284.819784
999.5298717,284.446688
999.5680302,284.073592
999.6043689,283.700496
999.63887,283.3274
999.671515,282.954304
999.7022852,282.581208
999.7311615,282.208112
999.7581244,281.835016
999.7831541,281.46192
999.8062303,281.088824
999.8273324,280.715728
999.8432547,274
999.8464392,280.342632
999.8617642,274.373096
999.8635293,279.969536
999.8778424,274.746192
999.8785807,279.59644
999.8915199,275.119288
999.891571,279.223344
999.9024773,278.850248
999.9028262,275.492384
999.9112762,278.477152
999.9117906,275.86548
999.9179438,278.104056
999.9184414,276.238576
999.9224559,277.73096
999.9228064,276.611672
999.9247874,277.357864
999.9249129,276.984768
